id,clarification_question
317355,are you asking for code to create dummy variables ?
317333,"both "" age band "" and "" persona "" are categorical variables / factors ?"
73498,have you tried to work out the algebra involved ?
317404,"do you have any replicates , or is what you posted the full dataset ?"
317419,"if you know what objective you have in mind , why do you need a package to do it ?"
317425,""" i know for each person his day at work and his day sick "" does that include the bosses ?"
317400,i am suspect whether a closed form solution is necessary or possible . you allude to hermite quadrature as a numerical solution . is that not a desired workaround ?
317458,why logistic regression does not catch the variability ?
317476,"this seems to hinge on why some origin / destination pairs are not "" useful "" . why aren't they useful ?"
317450,"are these 15 different enzymes , 15 different "" doses "" of the same enzyme , or some combination of different enzymes and doses ?"
317489,"i am not sure this question can be answered without more information about the overlap between the samples . e . g . , are perhaps 50 % of the people in the first sample also in the second ?"
317508,"what do you mean by "" evenly distributed "" , that they have the same mean and variance ?"
317496,should the $ x-hz $ be $ x-hz ^ 2 $ ?
317497,did you mean 'bimodal' or 'multimodal' ?
317564,"what do you mean by "" topics which are perceived either positive or negative "" ?"
317573,how many observations do you have and what is the dimension of the process you want to model as a vector autoregression ?
317589,what's wrong with the mean squared error ( mse ) for this purpose ?
317590,"how did you measure "" community composition "" ?"
317574,"without knowing the stimulus it's hard to say too much . was the lack of reaction a deliberate suppression , or is it possible the reaction is below the limit of ( your ) detection , such as a muted gasp , or other subtle quickening ?"
317572,"it's a bit odd to see $ r ( s ) $ independent of any decisions or transitions like that in your first equation , could you link your source , so i can check the assumptions of that source ?"
317626,have you tried analyzing the weight data on a log scale ?
317658,why not fit two models with univariate outcomes ?
317665,so you want a multivariate distribution where the marginal distributions are beta ?
317697,any outliers that might have been effectively trimmed by the binning ?
317165,what exactly is truncated in your data ?
317775,you need to tell us more about $ text { price } ( i ) $ and $ text { # cups } ( i ) $ . are these random variables ?
317777,why not a linear spline ( for the seemingly linear data ) ?
316319,"you have a hidden categorical factor that causes the "" real "" data to follow the two colored lines , but without knowledge of it the data appears to follow the dotted line . consider driving accidents by age as your target and x-axis variables - not categorical . they appear to go down with age , right ?"
317818,"what does "" clubbing "" mean here ?"
317839,what is your analytical goal ?
317841,check the final model coefficients . are they the same in spss as in r ?
317229,"evidently $ a = ( a_1 , a_2 , ldots , a_n ) $ and $ phi = ( phi_1 , phi_2 , ldots , phi_n ) $ are * vector-valued * random variables . what can we assume about their joint distribution ?"
317827,i'm a bit lost here . what is the point of multiple biases ?
317857,can you post figures showing the non-normality and heteroscedasticity ?
317925,what type of data you want to analyse ?
316965,what is the procedure you adopted for sd ( store ) ?
317933,"if n = 1 , is there always a "" closed "" form ?"
317935,mean and covariance of what ?
8511,"a somewhat related question was asked here , [ logistic regression : which pseudo r-squared measure is the one to report ( cox & snell or nagelkerke ) ?"
317978,the question requires how you interpret the standard deviation and whether there is dependence between the peptides of interest . are the observations for one peptide statistically independent of the others ?
317363,$ eta $ ?
317995,why not use a more suitable * parametric * assumption than normality ?
318030,what exactly you have in mind when saying - low significant coefficient ?
318050,"one problem you have : many spending patterns show an annual cycle , but with data from only one year , identifying this is a challenge . perhaps you could extract something if you had a strong prior expectation that this annual cycle should follow a specific pattern ( e . g . sinusoidal ) ?"
317699,did you wait for more epochs ?
318086,"why did you include the [ tag : prediction ] , [ tag : garch ] and [ tag : cointegratoin ] tags ?"
318087,is it possible you have some co-linear variables ?
318089,can you please explain why it has to be $ theta_2 geq 3 $ in the calculation of $ f ( theta ) $ ?
318115,"monte-carlo tree search and reinforcement learning still require some kind of outcome / reward in order to work , so if you can't get well-labeled data to use with supervised methods i'm not sure . ( actually , it sounds like you have been a handful of true positives as well . ) you're looking for true periodic signals ( say planets orbiting a star ) , not semi-periodic signals ?"
317161,most surprising things can happen when you sum or average raw ( not centered ) variables in one scale . did you do centering or not before averaging ?
318070,all possible combinations by what number of communities ?
295017,"cross validation is not a variable selection algorithm , what do you mean here ?"
318144,"what is interesting is that all your correlations are positive . the fourth and fifth less so ( light sky , darker foreground ) but the first and second more so . what would happen if you calculated the correlation between an image and its negative ?"
312336,are there multiple rows with the same account number ?
318174,what is your $ n $ ?
318220,"there is much more freedom here than in your former question , which only depended on $ n $ . here there are $ n $ eigenvalues , which might be all equal ( easy case ) , or all different , or something in between . if you could indicate something about how $ n $ tends to infinity ( how do $ sigma $ look like ?"
318243,are you familiar with properties of expectation ?
318270,i don't see this type of regression as anything other than a fixed effects model . why use an improper flat prior and speculate at the posterior's density ?
318290,what does your $ boldsymbol sigma = sigma_j ^ 2 i $ formula mean ?
318028,"when is the study analyzed , at 12m ?"
318312,""" i have another variable representing the first variable "" is awfully obscure . could you describe your data more clearly or precisely ?"
318361,"do you have a belief ( say , probability ) that given some range of ages , the example would end up in cluster # 1 instead of # 2 ?"
318360,how can something have a probability $ frac { 1- pi } { 4 } ?
318376,would you please post a link to the data ?
318272,why not follow the advice in the thread you link to and see what happens ?
318419,""" correct technically "" in what sense ?"
318298,could you do ` ` ` model . summary ( ) ` ` ` and post it in the body of the question ?
318479,surely the desirability of various possible loss functions depend on the intended use of the analytical results . is this question a generic one or specific for an actual purpose ?
318534,do you need it to be of the form $ y = a be ^ { cx } $ necessarily ?
318556,you have not indicated the population size or any other relevant characteristics of localities ?
318565,what is the purpose of stating p = 0 . 14 ?
316944,"this might be a kind of abuse of hypothesis testing . instead of _testing for a difference in performance_ , you should perhaps be _modeling the probability that b performs better_ . also , to clarify : c1 means "" a performs better "" , and c2 means "" b performs better "" . is that correct ?"
318609,"what is "" unsatisfactory "" about your forecast ?"
318625,hi supreeth . did you have a chance to look at the answers ?
318645,i think that is supposed to be the bellman optimality equation for the state value function ( turned into an update rule for value iteration ) ?
318656,"what do you mean by "" predictors ` var1 var2 var3 ` "" ?"
262233,z_i = x_1i - x_2i is a sequence of iid rv of finite mean and variance . hence it satisfies the levy-linderberg central limit theorem from which your results follow . or are you asking for a proof of the clt itself ?
318705,"thanks . what does "" fn x1 "" mean ?"
318698,your description implies $ r $ is an integer between $ 0 $ and $ 500 $ . are you seeking an * integral * value for a discrete analog of an inflection point ?
318725,"how bad is the goodness of fit , really ?"
318737,what is the answer from your professor ?
318754,"if your probablity include zero , what will do with log ?"
318567,did you perhaps omit some powers of $ v_1 $ and $ v_2 $ in your definition of $ theta_s $ ?
318780,couldn't infants be male & female ?
318806,have you checked the variance is finite ?
318792,have you tried to use the function ` fixef ` form the package * * plm * * ?
318837,why would you want to do this ?
318870,"sorry for removing my comment , i though you were moving : ) i can't see the image , is it a full approximate ellipse ( if so this is about the most common shape there is ) or an empty ellipse ?"
318879,this sounds like a restatement of your previous question at url how is it different ?
318898,to what would this threshold apply ?
318903,between nominal data ?
317512,"forgive my ignorance , but what does blup stand for ?"
318928,have you considered survival type analysis ?
318989,is this homework ?
318916,"this is a sign the model is inappropriate ( or , possibly , that the procedure used to fit it has failed ) . how to cure that problem depends on the model . perhaps you could provide more details about it ?"
319000,"which methods will be appropriate will depend upon the nature of your dependent variable . in your sample data , the dv has values of either 0 , 1 , or 2 . is this variable a continuous measured variable , an ordinal variable , or a categorical variable ?"
319030,"are you defining "" predictions "" for a binary outcome to be the sampling average , like a proportion or percentage ?"
319072,"[ i removed my very confusing previous comment ] . your interesting question could be made more general and maybe also more precise , here is an attempt . let $ x $ and $ y $ be two r . vs with the same distribution and let $ xi ( x ) $ denote the tail index ; can we prove that $ e [ xi ( y x ) ] leq xi ( y ) $ ?"
318678,"could you explain how you would interpret a "" probability "" of $ 1 . 429 $ ?"
319076,"1 . you say you have continuous variables -- in which case you should have no ties to worry about . 2 . it's not generally finding the total number of possible permutations that is the hard part it's the number "" as or more extreme "" that go in the numerator of your p-value . what's your sample size ?"
319088,is there a typo here ?
319095,"i'm not really seeing how metric / length is appropriately modeled by a poisson model . . . especially where you can get values on the order of 1e-6 . usually this sort of model is used for count data , not continuous data . or do you have a reason to believe the variance of the error term is proportional to the value of metric / length , which would be another reason to use a poisson regression ?"
318947,"the description in question 1 in unclear and perhaps incomplete . could you perhaps supplement it with a short , simple illustration of such a sequence of variables ?"
318777,to be a valid comparison you need to specify all the null and alternative hypotheses . researcher 2 can only test 1 hypothesis while researcher 1 probably wants to control thee probability of not make 1 type 1 error out of 1000 . if that is the simultaneous inference that you want to make then you have to make do the p-value adjustment . researcher 2 has one test and no need for adjustment . for researcher 1 are you fitting different models to the same data or one model fit for each of 1000 data sets ?
319115,"saying that $ y $ is i . i . d and then wondering about autocorrelation , doesn't make sense - they are mutually exclusive . i am further confused because the model you propose is not indexed over time , so where would the autocorrelation come from ?"
318865,"why do you say this : "" also , for the same data , there should be one vc dimension characterising the problem . "" ?"
319187,can you explain what is gpl ?
319117,is $ y_1 neq y_3 $ ?
318232,how do you reach at 15 p values ?
319232,( 1 ) why do you want to use correlation ?
319228,what is your hypothesis ?
319247,are there repeated measures in this design ?
319297,what is the probability of getting 14 given that $ a = 3 $ and the expected value is 5 ?
319320,given $ mu = 0 $ and known $ sigma $ you want $ x $ such that $ p ( x leq x ) = 0 . 1 $ ?
319335,can you share the data in question ?
319360,"you seem to be hinting that there's a special ( even unique ) way of minimizing the negative log-likelihood ( "" they are both numerical procedures "" ) . what particular optimization method did you have in mind ?"
319376,"i guess your last formula implies the rejection of "" true "" null hypothesis , doesn't it ?"
319012,would presenting both help ?
319101,"there have been almost 18 years since the start of 2000 . or do you mean "" since today's date 17 years ago "" ?"
319408,what was the sample size for the original 3pl model ?
318724,"when you say * cauchy variate * , do you mean a regressor $ x_ { j , i } $ in the regression equation $ y_i = sum_ { j = 1 } ^ jx_ { j , i } beta_j varepsilon_i $ , and are you looking for the confidence interval of the ols estimate for $ beta_j $ ?"
319455,do sample units appear in the data more than once ?
134447,"i know what i would do , provided there is enough data . i would make a histogram . i would look at the histogram . if there was a clear bound at 99 making a one-sided truncated histogram at that point , i would be suspect that it was truncated . i would also look at data known not to be truncated and inspect their curve shapes , and see if i can get a probability model to fit that , e . g . , a gamma distribution , or what not . i would then go back to the truncated data ( by assumption ) and see if the rest of it is also gamma distributed ( or whatever ) . then i need to explain , "" why gamma ?"
319606,"just to be clear , is $ f ( k ) $ expected to be universal , i . e . independent of $ x $ ?"
319612,"have you tried , or considered , any other approach ?"
319616,did you notice that one bullet concerns a * product * while the other concerns a * sum * ?
319631,what are your independent variables and response variable ?
319567,is there no reason to include only the candidate covariates of $ x $ in the calculation of the $ mathcal { l } _1 $ penalty of the lasso ?
319609,does your design involve repeated measures ?
319700,"what do you mean by "" features that consist in logic operations "" ?"
319717,1 ) please add the self-study tag to self-study or homework questions . 2 ) what are the differences between the three observed probabilities ( for a starting hint ) ?
319721,what is your data ?
319820,have you tried the constrained crf model as in url ?
319828,for what analysis is 75 000 rows of data not enough ?
319837,this remains unclear . exactly what is the process by which $ a $ and $ b $ select balls ?
319794,"if the columns are indeed genes , why are there 36k of them ?"
319857,why do you want to do this ?
319862,"it does not seem to be a trivial problem , because the numerator and the denominator are not independent - they have a negative correlation - when one is higher the other tends to be lower ( because you repeat the experiment a limited number of n times ) . the main question here is - what exactly is your problem ?"
319750,"i guess wildly that perhaps 1 in 30 people here use matlab , so that cuts your readership way down . is your question adequately summarized by the first paragraph ?"
319876,it is not clear to me : around the 40th iteration ( of your first chart ) one sees a jump : what if another jump occurs at the 90th iteration ?
319853,"your ols estimate in the second curve seems to be a far better fit that your ensemble mean , so i do not think the problem is with the former . could you edit your question to explain your resampling / emsemble method in more detail ?"
319933,1 . why would you want to give $ x_3 $ a higher coefficient ( in effect ) if it's large ?
319938,are your constraints linear ?
319987,i'm curious as to what situation would prompt such a model . is it simply a mathematical curiosity ?
320007,"you get a p value of 0 . 001035 , so the output does say something . the real questions are : what are you looking to compare ?"
320034,"your notation is a bit unclear . what do you mean by the , $ x $ , $ y $ , $ bar { x } $ and $ bar { y } $ ?"
320047,how long of a time series do you have ?
320074,"if indeed the control stores were "" very similar "" to the test stores , then why are their total weekly sales almost the same despite having ten times as many control stores ?"
320068,what is the question ?
320054,there are many ways to normalize variables before combining in one index . we don't know your specific data and situation . i would recommend to lie on a sofa and meditate over variants and their implications for you . two topics i might point to as especially important : ( i ) do you really nead standardization based on subtraction of the mean ?
320110,"at its original form , clt is for the sum of a sequence of random variables ( or more generally , a triangular array ) . it is a pure probabilistic result which could have nothing to do with parameters . therefore , do you actually want to ask except sample mean , does clt establish normal convergence result for other sample statistics , such as proportion ?"
320102,what are fwe and mst ?
320186,can you express the code mathematically ?
319880,"are the residuals and fitted vs predicted you're plotting from out of sample data , or from the same data on which you fit the model ?"
320222,do you have a theoretical reason to test the ivs separately or all together ?
320154,"what does "" parity "" mean here ?"
320237,sma . d : does the text give an explanation what they consider a failure of the validation plan ?
320042,"maybe . but before you even get to that , two things worry me about this data set . first , why do you take the subset of days when only one file is created ?"
319637,gordon smyth did o . p . really get : -1 . 861246e-04 for p-value ?
320264,how is hierarchical bayes related to your question ?
320271,identifying the optimal or even a fairly good arima model in a non-random way is a complex task . i find that your method is very naive since p = 36 and q = 34 sounds massive for the time series in question . i'm not familiar with matlab's time series toolboxes but have you tried the 'forecast' package in r ?
320253,hint : the sum of gammas with common scale parameter is also gamma ( with what parameters ?
320262,"could you edit your question with a full citation to the paper , in case the link goes dead ?"
171610,"if these are different tests of different populations , is there reason to believe that they ought to be similar ?"
320342,is this innovations algorithm some standard thing ?
320397,could you clarify if you want to determine the most likely time when a user will create their first new file of the day or the probability distribution for when a user will create their first new file of the day ?
320415,"in what sense is "" $ a_0 cdots a_ { d-1 } t ^ d $ "" a time series ?"
320348,"do your "" shoulders "" contain * both * "" broken "" and "" unbroken "" data points ?"
320446,must you choose a threshold $ n $ at all ?
320451,is your question about the computational accuracy of using the laplace approximation vs say mcmc to estimate the posterior for latent variables in a multivariate normal setting ?
320408,"could you elaborate on what a "" transition of 'physics' in the tail "" might mean ?"
320347,is there a reason you need to hard assign each case to cancer or not cancer ?
320523,why do you think that $ p ( a g ) $ is a random variable ?
320524,why not remove the closed stores from the dataset ?
320624,what are you trying to predict ?
320636,i work with a similar problem . can the integers be thought of as ratios or as something similar to a count of times x exceeds y ?
320643,"a gamma distribution makes no sense for times within 24 hours . the chart is almost useless because its coordinates are unexplained and appear to have little or nothing to do with a sequence of times . what , then , is the point of this exercise ?"
49113,is this a homework problem ?
320647,how many experimental conditions does the athlete perform on a single day ?
320427,"i'm not sure what exactly you're asking but i _think_ you might be able to answer your question if you work at the level of probability measures rather than densities . it seems like a lot of the confusion here is because of manipulations of differentials and if you just worked with events it might be easier ( unless i'm missing what you're trying to do ) . have you tried to formulate your question that way , without any densities ?"
320537,what are possible values for e ?
320619,where is the missing link between the weak law of large numbers and the result ?
188869,"1 , i've wondered about this myself . such indices are used in demography as well . question is pretty straight forward , but can you describe your data snippet ?"
320727,why pool the results as a sample when you aim to delineate effects for each trial ?
320778,you may need to give us more detail but surely poisson regression would be more appropriate for a count outcome ?
320746,"by the phrasing "" family of a distribution "" , do you mean something else "" a family of distributions "" ?"
320753,"these plots aren't really that helpful . assuming that the green s with corresponding numbers are instances , can you please only plot a subsample of them in order to have the actual clusters visible ?"
320912,john meighan is this something as a toy example or to study m-h algorithm ?
320916,why exactly are you surprised ?
320966,why are ypu down sampling ?
320991,"shenflow , could you include the link to the other question ?"
320999,how many unknown photos are there ?
321016,does it matter that quantum computing is still in it's infancy ?
321000,i think at least one of the figures will make that clear . must everything that is plain be written ?
321066,perhaps change the cost function to value the 3rd and 6th more ?
321106,in doing this aren't you assuming the series are essentially the same ?
321123,"this question is not yet well formulated : you need to specify the distribution of the number of marbles that are grabbed from the bag . you also need to specify how many of each type of marble is in the bag . and what does "" grabbing exactly k unique marbles after the x number of selections "" mean ?"
268820,the link to the paper is broken . do you remember the name of the paper ?
321181,"i haven't much to add beside frank-harrell 's answer , but would be curious why you want to calculate power . maybe there is some ( mis ) conception about power or maybe there is another statistic which is more useful to what you are trying to accomplish . op , could you elaborate ?"
321165,what is alpha ?
321219,"michaelchirico , that is probably a good idea . i am pretty new to stack so i'm not quite sure how to move it - do you know how to ?"
321223,"if you have criteria here for "" will not do "" , what are your criteria for "" will do "" ?"
311077,"the modified binomial test is more interesting . it's unclear where the $ 0 . 5 $ in "" probability mass of $ 0 . 5 ^ n $ "" comes from--that number appears to have no relation to $ h_0 $ --nor is your change "" minute "" or only "" slightly modified "" in case $ p $ is close to zero , which is included in $ h_0 $ . regardless , the modified test is * inadmissible * with respect to any reasonable loss function ( including the 0-1 loss used by nhsts ) : it's provably worse than the usual test in some cases and never better . if you're unfamiliar with admissibility , then perhaps this is the concept you're after ?"
321247,"it's fixed in that when you're actually implementing variational inference ( or any other method of approximate inference ) for some model , you're working with an actual data set . this data set is fixed , and when you calculate $ p ( x ) $ for this data set , it will spit out some scalar . $ p ( z x ) $ is indeed the posterior probability of $ z $ , the unknowns , given your data $ x $ . how much have you studied bayesian statistics before ?"
321137,"gung one can outline a book . many of the questions here deal with infinite sets , and some questions are worthy of being answered not so much because they are broad but because even broad questions can have short answers . for example , if one asked , "" what is statistics ?"
321375,"if the data are sequential , would it not make more sense to interpolate the missing values ?"
321255,unfortunately i am not aware of a quicker solution . but again i have an idea for a different formulation of the problem . what about using a graph database like neo4j and standard graph algorithms to solve the problem ?
321380,"1 for validating math against code . however , it is unclear how the code computes what you described . could you clean it up ?"
321451,i don't understand your design . how / why did you set the parameters of a control condition to produce unanalyzable data ?
321204,what is the _definition_ of strictly stationary process that you are using ?
321478,quick comment : what do you mean by saying $ mu_i = { a_ib_j } zeta_i $ ?
321523,add a link to the lecture video ?
321544,"is it essential that you use "" nonlinear least squares "" ?"
321109,"yes , they , are , but why do * you * then delete $ ( x_i- bar { x } ) ^ 2 $ in the above expression for $ se ( hat { beta_1 } ) $ ?"
12605,have you looked at ` ?
321587,are you saying you are trying to predict crop yield using a variety of features ?
321592,""" and almost all of them use a fixed step size "" - are you sure ?"
321539,what are you trying to estimate ?
321597,"you say "" none were better than chance "" . how are you measuring _better_ ?"
321613,were you checking each day / interval with some idea of ending the test early ?
321633,"it sounds like you're interested in similarity from a geometric perspective , but what would it mean to "" also take accuracy into account "" ?"
321635,can you describe what you mean by output features and an example of a problem you are solving ?
321561,can you provide a citation for the paper ?
321508,"what does "" $ y $ "" represent ?"
320895,could you update your question with the corresponding output ?
321720,related : [ how to know that your machine learning problem is hopeless ?
321762,"what do you mean by "" full bayesian inference "" ?"
321593,i see no evidence in the ` lm ` output for such alarming messages . where does ` gvlma ` come from ( it's not a standard part of ` r ` ) and how is it supposed to work ?
321841,"ok , i can assume you re familiar with autoencoders , then , right ?"
321844,"i agree with user86895's answer . by the way when you say real-time , what delay are you allowing for the decision ?"
321851,"i do think this is too broad . i'm not sure whether or not being cw should 'save' it from closure--i could go either way . how should we interpret the scope of "" machine learning "" here ?"
321859,what search did you run to answer question ( b ) ?
321913,what's your sample size ?
321887,"have you first tried a much simpler approach , e . g . , representing the input as a fixed number of features and applying ( penalized ) linear regression ?"
321927,could you clarify what you mean by $ ( 1 ) $ ?
321829,could you give some indications as to when this distribution occurs ?
321970,which notion of classifier performance are you trying to optimize ?
321972,"what kind of "" functionals "" are you referring to ?"
322023,"could you please elaborate on how "" $ g_i $ s add information "" ?"
322037,is there a bound on their sum ?
322110,"if you are aware of $ z $ is cauchy , can you determine the distribution of $ frac { 1 } { 1 z } $ by applying the transformation formula ?"
322114,where do you get this information ?
322126,how do you define the information of a prior $ pi ( p ) $ ?
322169,"this is a broad question . could you refine it , perhaps by disclosing the specific information you have about the relationship and the form in which you have it ?"
322183,"i assume they were trying to fit a model with a level-2 random intercept for each student , and they wanted to add a level-3 random intercept of some sort . when you say "" cluster by school feeder patterns "" , what's the nature of the random intercept ?"
322199,do you mean * residual * instead of * bias * ?
322153,"if i understand your question correctly , the package you link to does this as you can see url here . however it needs some data to get started , hence the two random points . could you clarify your question ?"
322224,you have mentioned k-means . how is k-means used to dimension reduction ?
321568,"what is "" ` cfu . g ` "" ?"
322280,"i assume that you've tried actual cross-validation , besides the pseudo-cv methods employed in smoothness selection in gams ?"
322292,"hint : can you find a matrix $ a $ such that $ am $ is a vector of $ k $ independent , standard normal random variables ?"
322315,what happens if the player loses at steps 2 or 3 ?
322306,"can you please explain a bit more about user id , is it akin to say roll number of a student in a class ?"
322175,"this isn't really a meaningful question , unless you include context about what you're trying to do . there are many different nlp features , but not all are useful for a given task . so what are you trying to do exactly ?"
310460,are you referring to mean squared error ( mse ) ?
322376,"let's say you have random variables $ a $ and $ b $ and you know variance of $ a $ , variance of $ b $ , and correlation between $ a $ and $ b $ . you want to compute correlation between $ a $ and $ a b $ . is that the correct description of your problem ?"
314979,"1 . for mgcv , your graphs are not consistent with the equation you wrote in . there is a ` s ( month ) ` term in the plots but not in the equation . 2 . is there a reason you are using negative binomial instead of poisson ?"
322420,use the median of the original dataset . how else would you apply your model in a sample of size 1 ?
322437,have you checked the documentation ?
322354,in what sense ` counterpart to the mann whitney u ` ?
322448,why not just subtract new york from the world and treat them as independent ?
322462,"try working it out conditional upon $ y = 0 $ . once you've figured that out , the rest should be easier . what values can $ x $ take when $ y = 0 $ ?"
322504,"i would choose "" none of the above . "" the stated "" correct "" answer is only an approximation ( albeit a pretty good one ) . how can i be so sure ?"
322517,how do you know an r-squared of about 0 . 2 isn't useful ?
322607,how many observations / responses do you have ?
322613,"neither term "" kamb "" or "" 1 % area "" is common in statistics . it's possible , by searching the peer-reviewed literature , to determine what a "" kamb contour "" is ( while , at the same time , establishing that many people who describe these haven't any clear or accurate idea of what they are ! ) , but it's harder to find an adequate definition of "" 1 % area contours . "" would you happen to be able to give us such a definition or a reference to one ?"
322663,have you missed some formatting ?
322679,how can you use either ?
322548,many questions are given here but few details on * * precisely * * what you're doing . but as far as i can gather you are winsorizing one ( or more ?
322793,is percent cover the response here ?
322816,so are you saying that your outcome is the total number of coronary events experienced by an individual ?
322806,why don't you fit the linear model and estimate those slopes along with their 95 % confidence intervals instead of conducting all these tests ?
322821,"those numbers need further explanation . could you edit this post to explain , for example , just what the value "" 0 . 8 "" refers to ?"
322837,could you explain what the values in the columns mean and how they relate to the information in the map ?
322847,"could you explain what you mean by "" nonsignificant , "" given that every p-value you report is "" 0 . 01 "" ?"
322843,why use a family ?
322065,based on your image does your data include 4 subjects with a total of 6 observations or is that just illustrative ?
319838,picklerick - give two demo pictures . don't make me half-baked invent your problem . i can show what i mean . how do you feel about python and opencv ?
322920,"you can t derive functional form of the underlying distribution from empirical distribution . empirical distribution approximates it , that s all . could you be more precise what do you mean ?"
322953,why do you have an arbitrary null hypothesis about the mean height ?
322960,clearly you have to use the poisson distribution . why didn't it work for you ?
322926,how about using var models ?
322974,have you considered a simulation approach ?
323000,it's not clear what the hypothesis is here . you describe your variables but not what specific question you're trying to answer in terms of those variables . what does it mean to compare things measured in different ways ?
322692,could you please write the two equations you are estimating out in math ?
322800,can you clarify your question by editing ?
322987,* where * did your duplicates come from ?
323069,"can you please state , and provide references / links as available , for the interpretations you've seen of kl-divergence which are based on an upper bound of 1 ?"
323092,yes . . . would that do the job for you ?
323112,do you mean generalized linear models ( glms ) or generalized additive models ( gams ) ?
323122,what can you tell me about the nature of your data ?
319911,as for the order of the predictors this may help : url regarding the difference of ` na . pass ` and ` na . omit ` look in the r help file : ` ?
323108,1 . please add the self-study tag for self-study or homework questions ; we'll typically guide you to an answer rather than simply posting one ourselves . 2 . what is $ z $ ?
323030,"1 for the thorough results you quote . when you look at the unscaled distributions of secom manufacturing data , are there orders of magnitude differences between features without scaling ?"
323179,"the title says p ( a , b1 , b2 , b3 ) the text says p ( a b1 , b2 , b3 ) . which one is it ?"
323248,"one problem leaps out immediately : you might have a hard time using any procedure that is based on expected loss . you could end up comparing a lot of values of $ - infty $ to each other . more pragmatically , since an infinite loss is unrealistic , why would one want to tackle the technical complications of allowing for it in the first place ?"
323257,general questions : do you know in what way the data should be changed by the correction factor ?
322733,"do you also know the value at that percentile , or do you just know that it's larger than the largest value in your sample ?"
323278,how do you calculate the importance of features ?
323288,are you familiar with completing the square ?
323294,"i think the random intercept could be fitted for id ( 1 id ) and any variables could be considered as variability of slopes ( random slope ) . in addition , ( item id ) and ( test id ) were considered as random slopes . i recommend this code : ` result = glmer ( score_group ~ factor ( sex ) age item test ( 1 item test id ) , data , family = "" binomial "" ) ` ( variable sex is a cateogorical variable , andthen you should use r function 'factor' . ) . your model depends on the strategy of analysis . which variables are considered as random or fixed effect and random intercept or random slope ?"
323308,"consider you have two fair six sided dice numbered 1 to 6 ( one red and one green ) . if you roll them the outcomes have the same distribution , but if the probability that they're equal is 1 / 6 . now imagine you rolled a 60 sided die of each colour . these results also have the same distribution but the probability they they're equal is only 1 / 60 . now imagine you have two independent continuous uniformly distributed values ( clearly they have the same distribution ) . now consider the distribution of their difference , d ( it's symmetric triangular ) . what's p ( d = 0 ) ?"
323388,what do you mean by uncertainty ?
323444,so this is an image labeling problem ?
323479,"sean , i am not sure i understand the meaning of the sentence "" days since last call causes a call . "" can you say a tad more ?"
323490,the standard recommendation is not to use random effect like ( 1 b ) when the grouping factor b has below 5 ( or even 10 ) levels . how many levels of b do you actually have ?
323445,what are you actually trying to test or find out from your data ?
323532,"please clarify what you mean by "" $ y $ "" in your question . if it's a ( scalar ) random variable , then how is it associated with the data that produced the estimate $ hat beta_1 $ ?"
323545,have you tried optimization ?
323410,what's the log mean ?
323589,"[ this answer ] ( url ) is closely related , but i am not sure if it adds much extra intuition to what you have already said yourself . depending on normalization , a positive loading might make perfect sense . so perhaps your understanding is fine , and it is actually your professor who might need to rethink this ?"
323591,"i am trying to understand * what * you are trying to calculate the variance of . for one day , you have a 48-long time series . there you could use the [ newey-west estimator ] ( url ) that takes into account that the series might be autocorrelated . but i cannot understand what happens beyond one day . do you need separate estimators for each day ?"
323595,what are you trying to do ?
323596,your data has a striking pattern . what question are you trying to address with your regression ?
323643,"item response theory was specifically developed for these kinds of problems . why not fit a rasch model to individual student performance , and then examining differential item functioning by group ?"
323686,"predicting stock market prices , in general , is extremely hard problem . unlikely to get you 70 % -80 % accuracy by tuning the network on such small data , no matter what you do . recheck the objective too . do you want to predict direction or exact value ?"
323696,"on the contrary , passing in a vector of start values * does * help--provided you use suitable ones . try ` start = c ( 1 , 0 , 0 , 0 ) ` . btw , why did you post all this code when your question focuses on ` glm ` ?"
323727,it is not clear how you want to define variable b ?
323759,it might depend on how you identified $ t $ : is this a sample independent of the other proteins ?
323752,why would that be the case ?
323766,"yes , can do that , but i would like to have the mean relative error because i need to compare it with some other results . do you know if it is possible to set in tf to re scale so i can get mre ?"
323776,normally when i see interaction models they would be of the form total . fruits ~ reg amd gen amd * gen . . . . is there a reason you didn't go this route ?
323755,"what is the problem , exactly ?"
323783,how can you fit to unseen data points if they are unseen ?
323840,"when running your code , i get this error ` fit - lm ( sepal . length ~ factor ( species ) : factor ( var ) -1 , data = iris ) error in unique . default ( x , nmax = nmax ) : unique ( ) applies only to vectors ` are you sure these results are not due to an issue with the model ?"
323911,a [ contingency table ] ( url ) ?
323782,any chance you could include an example image ?
323930,have considered using simulated annealing ?
324011,"could you explain more specifically what a "" sanity check "" is intended to reveal ?"
317453,i think your question would be improved if you could make clear * * * what question ( s ) are you trying to answer using these methods ?
324050,is there any reason why interval regression doesn't work here ?
324056,did you do any dna analysis to identify which scat belongs to which fox ?
324074,do you know how the propensity scores were generated originally ?
324113,why do you want to estimate with one observation ?
313685,are you training the map on both datasets ?
324117,can you give a [ mcve ] ( url ) ?
324158,"i understand what you are doing , but i don't understand your goal . do you want to generate 4 correlated bernulli or 1 binomial with 4 trials ?"
324161,"it would help to give an example . do you mean , for example , finding gold nuggets in space and time ?"
324162,"could you tell us what you intend "" country "" in equation ( 1 ) to mean ?"
